,Produto,Preço,Link,Data
137,"Placa de Vídeo RX 5500 XT OC Gigabyte AMD Radeon, 4GB, GDDR6 - GV-R55XTOC-4GD",R$ ---,https://www.kabum.com.br/produto/109645/placa-de-video-rx-5500-xt-oc-gigabyte-amd-radeon-4gb-gddr6-gv-r55xtoc-4gd,05/12/2022 05:32:19
138,"Placa de Vídeo RX 570 Gaming Gigabyte AMD Radeon, 4GB, GDDR5, REV 2.0 - GV-RX570GAMING-4GD",R$ ---,https://www.kabum.com.br/produto/109806/placa-de-video-rx-570-gaming-gigabyte-amd-radeon-4gb-gddr5-rev-2-0-gv-rx570gaming-4gd,05/12/2022 05:32:19
139,"Placa De Video Amd Rx 6600 8gb Gddr6 128 Bits,graffiti",R$ ---,https://www.kabum.com.br/produto/373677/placa-de-video-amd-rx-6600-8gb-gddr6-128-bits-graffiti,05/12/2022 05:32:19
140,"Placa de Vídeo RX 6700 XT Asus AMD Radeon, 12GB GDDR6, 16 Gbps - DUAL-RX6700XT-12G",R$ ---,https://www.kabum.com.br/produto/150482/placa-de-video-rx-6700-xt-asus-amd-radeon-12gb-gddr6-16-gbps-dual-rx6700xt-12g,05/12/2022 05:32:19
141,"Placa de Vídeo RX 6600 XT Power Color Fighter AMD Radeon, 8GB GDDR6, Ray Tracing, Preta - AXRX 6600XT 8GBD6-3DH",R$ ---,https://www.kabum.com.br/produto/233372/placa-de-video-rx-6600-xt-power-color-fighter-amd-radeon-8gb-gddr6-ray-tracing-preta-axrx-6600xt-8gbd6-3dh,05/12/2022 05:32:19
142,"Placa de Vídeo XFX AMD Radeon Speedster Rx, 8GB",R$ ---,https://www.kabum.com.br/produto/393285/placa-de-video-xfx-amd-radeon-speedster-rx-8gb,05/12/2022 05:32:19
143,"Placa De Vídeo Gigabyte AMD RX 6900xt - 16GB, Gddr6, 256bits",R$ ---,https://www.kabum.com.br/produto/368155/placa-de-video-gigabyte-amd-rx-6900xt-16gb-gddr6-256bits,05/12/2022 05:32:19
144,"Placa De Video Xfx 16GB, AMD Rx6800, Gddr6 Speedster, Swft319 - Rx68xlaqfd9*",R$ ---,https://www.kabum.com.br/produto/244579/placa-de-video-xfx-16gb-amd-rx6800-gddr6-speedster-swft319-rx68xlaqfd9-,05/12/2022 05:32:19
145,"Placa De Vídeo, Amd Pcyes, Radeon 4Gb - Rx550 Pjrx550dr5218b",R$ ---,https://www.kabum.com.br/produto/391574/placa-de-video-amd-pcyes-radeon-4gb-rx550-pjrx550dr5218b,05/12/2022 05:32:19
146,"Placa De Vídeo Asus Dual AMD RX 6700XT, 12GB, 192 Bits",R$ ---,https://www.kabum.com.br/produto/377890/placa-de-video-asus-dual-amd-rx-6700xt-12gb-192-bits,05/12/2022 05:32:19
147,"Placa de Vídeo RX 550 ASRock AMD Radeon Phantom Gaming, 2GB GDDR5 - 90-GA0500-00UANF",R$ ---,https://www.kabum.com.br/produto/97003/placa-de-video-rx-550-asrock-amd-radeon-phantom-gaming-2gb-gddr5-90-ga0500-00uanf,05/12/2022 05:32:19
148,"Placa de Vídeo RX 570 PowerColor AMD Radeon, 4GB, GDDR5 - AXRX 570 4GBD5-DHDV3/OC",R$ ---,https://www.kabum.com.br/produto/114873/placa-de-video-rx-570-powercolor-amd-radeon-4gb-gddr5-axrx-570-4gbd5-dhdv3-oc,05/12/2022 05:32:19
149,"Placa de Vídeo RX 6700 XT XFX Speedster MERC319 AMD Radeon Black Gaming, 12GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-67XTYTBDP",R$ ---,https://www.kabum.com.br/produto/165712/placa-de-video-rx-6700-xt-xfx-speedster-merc319-amd-radeon-black-gaming-12gb-gddr6-16gbps-amd-rdna-2-architecture-rx-67xtytbdp,05/12/2022 05:32:19
150,"Placa de Vídeo RX 6900 XT XFX SPEEDSTER MERC319 AMD Radeon Limited Black Gaming, 16GB GDDR6, 16 Gbps, AMD RDNA 2 - RX-69XTACSD9",R$ ---,https://www.kabum.com.br/produto/167533/placa-de-video-rx-6900-xt-xfx-speedster-merc319-amd-radeon-limited-black-gaming-16gb-gddr6-16-gbps-amd-rdna-2-rx-69xtacsd9,05/12/2022 05:32:19
151,"Placa de Vídeo RX 6600 XT Sapphire PULSE OC, 8GB GDDR6, AMD RDNA 2 Architecture - 11309-03-20G",R$ ---,https://www.kabum.com.br/produto/189849/placa-de-video-rx-6600-xt-sapphire-pulse-oc-8gb-gddr6-amd-rdna-2-architecture-11309-03-20g,05/12/2022 05:32:19
152,"Placa de Vídeo RX 6600 XT O8G Asus Dual, 8GB GDDR6, 16 Gbps - 90YV0GN1-M0NA00",R$ ---,https://www.kabum.com.br/produto/192397/placa-de-video-rx-6600-xt-o8g-asus-dual-8gb-gddr6-16-gbps-90yv0gn1-m0na00,05/12/2022 05:32:19
153,"Placa de Vídeo RX 560 Afox Radeon, 4GB DDR5, 128Bit, ATX Dual Fan, HDMI/DisplayPort, Preto - AFRX560-4096D5H4-V2",R$ ---,https://www.kabum.com.br/produto/198827/placa-de-video-rx-560-afox-radeon-4gb-ddr5-128bit-atx-dual-fan-hdmi-displayport-preto-afrx560-4096d5h4-v2,05/12/2022 05:32:19
154,"Placa de Vídeo RX 550 PCYes AMD Radeon, 4GB GDDR5, 128 Bits Dual Fan, Graffiti Series, Preto - PAXRX550DR5DF",R$ ---,https://www.kabum.com.br/produto/253970/placa-de-video-rx-550-pcyes-amd-radeon-4gb-gddr5-128-bits-dual-fan-graffiti-series-preto-paxrx550dr5df,05/12/2022 05:32:19
155,"Placa de Vídeo RX 470 PowerColor AMD Radeon Red Dragon 4GB, GDDR5 - AXRX 470 4GBD5-3DHD/OC",R$ ---,https://www.kabum.com.br/produto/80454/placa-de-video-rx-470-powercolor-amd-radeon-red-dragon-4gb-gddr5-axrx-470-4gbd5-3dhd-oc,05/12/2022 05:32:19
156,"Placa de Vídeo RX 570 MSI AMD Radeon Armor 4G OC, 4GB GDDR5",R$ ---,https://www.kabum.com.br/produto/88810/placa-de-video-rx-570-msi-amd-radeon-armor-4g-oc-4gb-gddr5,05/12/2022 05:32:19
157,"Placa de Vídeo 6570 Plus XFX AMD One Series 2GB , DDR3 - ON-XFX1-PLUS",R$ ---,https://www.kabum.com.br/produto/99644/placa-de-video-6570-plus-xfx-amd-one-series-2gb-ddr3-on-xfx1-plus,05/12/2022 05:32:19
158,"Placa de Vídeo R7 240 PCYes AMD Radeon 2GB, DDR5 - PW240R712802D5",R$ ---,https://www.kabum.com.br/produto/100257/placa-de-video-r7-240-pcyes-amd-radeon-2gb-ddr5-pw240r712802d5,05/12/2022 05:32:19
159,"Placa de Video ASrock Phantom Gaming D Radeon RX570 8G OC, 8GB GDDR5",R$ ---,https://www.kabum.com.br/produto/102832/placa-de-video-asrock-phantom-gaming-d-radeon-rx570-8g-oc-8gb-gddr5,05/12/2022 05:32:19
160,"Placa de Vídeo RX 560 PowerColor Red Dragon AMD Radeon 2GB, GDDR5 - AXRX 560 2GBD5-DHAV2",R$ ---,https://www.kabum.com.br/produto/102996/placa-de-video-rx-560-powercolor-red-dragon-amd-radeon-2gb-gddr5-axrx-560-2gbd5-dhav2,05/12/2022 05:32:19
161,"Placa de Vídeo R5 230 PCYes AMD Radeon, 2GB, DDR3 - PA230R56402D3LP",R$ ---,https://www.kabum.com.br/produto/103382/placa-de-video-r5-230-pcyes-amd-radeon-2gb-ddr3-pa230r56402d3lp,05/12/2022 05:32:19
162,"Placa de Video ASRock Phantom Gaming X AMD Radeon RX580 8G OC, 8GB GDDR5",R$ ---,https://www.kabum.com.br/produto/103851/placa-de-video-asrock-phantom-gaming-x-amd-radeon-rx580-8g-oc-8gb-gddr5,05/12/2022 05:32:19
163,"Placa de Vídeo R7 240 PCYes AMD Radeon, 4GB, GDDR5 - PJ240R71284GD5",R$ ---,https://www.kabum.com.br/produto/106908/placa-de-video-r7-240-pcyes-amd-radeon-4gb-gddr5-pj240r71284gd5,05/12/2022 05:32:19
164,"Placa de Vídeo RX 5600 XT Phantom Gaming D2 OC ASRock AMD Radeon, 6GB, DDR6 - 90-GA1WZZ-00UANF",R$ ---,https://www.kabum.com.br/produto/109985/placa-de-video-rx-5600-xt-phantom-gaming-d2-oc-asrock-amd-radeon-6gb-ddr6-90-ga1wzz-00uanf,05/12/2022 05:32:19
165,"Placa de Vídeo RX 5600 XT Challenger D OC ASRock AMD Radeon, 6GB, DDR6 - 90-GA1XZZ-00UANF",R$ ---,https://www.kabum.com.br/produto/109986/placa-de-video-rx-5600-xt-challenger-d-oc-asrock-amd-radeon-6gb-ddr6-90-ga1xzz-00uanf,05/12/2022 05:32:19
166,"Placa de Vídeo RX 5500 XT PowerColor AMD Radeon, 8GB, GDDR6 - 8GBD6-DH/OC 1A1-G00325500G",R$ ---,https://www.kabum.com.br/produto/110386/placa-de-video-rx-5500-xt-powercolor-amd-radeon-8gb-gddr6-8gbd6-dh-oc-1a1-g00325500g,05/12/2022 05:32:19
167,"Placa de Vídeo RX 560 D Afox AMD Radeon, 4GB, GDDR5 - AFRX560D-4096D5H4-V3",R$ ---,https://www.kabum.com.br/produto/111203/placa-de-video-rx-560-d-afox-amd-radeon-4gb-gddr5-afrx560d-4096d5h4-v3,05/12/2022 05:32:19
168,"Placa de Video PowerColor Radeon Red Devil RX 6900XT, 16GB, GDDR6, LED",R$ ---,https://www.kabum.com.br/produto/148249/placa-de-video-powercolor-radeon-red-devil-rx-6900xt-16gb-gddr6-led,05/12/2022 05:32:19
169,"Placa de Vídeo RX 6700 XT Sapphire NITRO+ RADEON, 12GB - 11306-01-20G",R$ ---,https://www.kabum.com.br/produto/153195/placa-de-video-rx-6700-xt-sapphire-nitro-radeon-12gb-11306-01-20g,05/12/2022 05:32:19
170,"Placa de Vídeo RX 6700 XT Challenger Pro 12G OC ASRock, 12GB GDDR6, 16 Gbps, AMD RDNA 2 Architecture - RX6700XT CLP 12GO",R$ ---,https://www.kabum.com.br/produto/155121/placa-de-video-rx-6700-xt-challenger-pro-12g-oc-asrock-12gb-gddr6-16-gbps-amd-rdna-2-architecture-rx6700xt-clp-12go,05/12/2022 05:32:19
171,"Placa de Vídeo RX 6700 XT Challenger D ASRock, 12GB GDDR6, 16 Gbps, AMD RDNA 2 Architecture - RX6700XT CLD 12GO",R$ ---,https://www.kabum.com.br/produto/155122/placa-de-video-rx-6700-xt-challenger-d-asrock-12gb-gddr6-16-gbps-amd-rdna-2-architecture-rx6700xt-cld-12go,05/12/2022 05:32:19
172,"Placa de Vídeo AFOX RX 550 Radeon 4GB, DDR5, HDMI, DVI DP, Dual Slot, PCI-Express X16 - AFRX550-4096D5H3",R$ ---,https://www.kabum.com.br/produto/160857/placa-de-video-afox-rx-550-radeon-4gb-ddr5-hdmi-dvi-dp-dual-slot-pci-express-x16-afrx550-4096d5h3,05/12/2022 05:32:19
173,"Placa de Vídeo PCYes RX550 4GB, GDDR5, 128 Bits, Single Fan - PJRX55004128G5SF",R$ ---,https://www.kabum.com.br/produto/160891/placa-de-video-pcyes-rx550-4gb-gddr5-128-bits-single-fan-pjrx55004128g5sf,05/12/2022 05:32:19
174,"Placa de Vídeo RX 6900 XT LC T16G Gaming Asus ROG Strix, 16GB GDDR6, 16 Gbps, RGB, RDNA 2 Architecture - 90YV0GF1-M0NA00",R$ ---,https://www.kabum.com.br/produto/164858/placa-de-video-rx-6900-xt-lc-t16g-gaming-asus-rog-strix-16gb-gddr6-16-gbps-rgb-rdna-2-architecture-90yv0gf1-m0na00,05/12/2022 05:32:19
175,"Placa de Vídeo RX 6800 XT XFX Speedster MERC319 AMD Radeon CORE Gaming, 16GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-68XTALFD9",R$ ---,https://www.kabum.com.br/produto/165711/placa-de-video-rx-6800-xt-xfx-speedster-merc319-amd-radeon-core-gaming-16gb-gddr6-16gbps-amd-rdna-2-architecture-rx-68xtalfd9,05/12/2022 05:32:19
176,"Placa de Vídeo PCyes AMD Radeon 6570 GAMING EDITION, 2GB, DDR5, 128 Bits - PJ65702DR5128",R$ ---,https://www.kabum.com.br/produto/166201/placa-de-video-pcyes-amd-radeon-6570-gaming-edition-2gb-ddr5-128-bits-pj65702dr5128,05/12/2022 05:32:19
177,Placa De Vídeo Powercolor Hellhound Radeon Rx 6700 Xt 12gb Gddr6 - 12gbd6-3dhl,R$ ---,https://www.kabum.com.br/produto/167931/placa-de-video-powercolor-hellhound-radeon-rx-6700-xt-12gb-gddr6-12gbd6-3dhl,05/12/2022 05:32:19
178,"Placa De Vídeo Afox Radeon R5 220 2GB, DDR3, 64 Bits, LP, HDMI, DVI, VGA - AFR5220-2048D3L9-V2",R$ ---,https://www.kabum.com.br/produto/171375/placa-de-video-afox-radeon-r5-220-2gb-ddr3-64-bits-lp-hdmi-dvi-vga-afr5220-2048d3l9-v2,05/12/2022 05:32:19
179,"Placa De Vídeo Afox Radeon R5 220, 1gb, Ddr3, 64bit, Low Profile, Hdmi/dvi/vga - Afr5220-1024d3l5-v2",R$ ---,https://www.kabum.com.br/produto/171416/placa-de-video-afox-radeon-r5-220-1gb-ddr3-64bit-low-profile-hdmi-dvi-vga-afr5220-1024d3l5-v2,05/12/2022 05:32:19
180,Placa De Vídeo Power Color Rx 6800 Fighter 16Gb Gddr6 - Axrx6800-16gbd63dhoc,R$ ---,https://www.kabum.com.br/produto/172588/placa-de-video-power-color-rx-6800-fighter-16gb-gddr6-axrx6800-16gbd63dhoc,05/12/2022 05:32:19
181,"Placa De Vídeo Asus Amd Radeon, Rx 580 Oc, 8gb, Gddr5 - Dual-rx580-o8g",R$ ---,https://www.kabum.com.br/produto/183733/placa-de-video-asus-amd-radeon-rx-580-oc-8gb-gddr5-dual-rx580-o8g,05/12/2022 05:32:19
182,"Placa de Vídeo RX 6600 XT XFX Speedster QICK308 AMD Radeon, 8GB GDDR6, 16Gbps, AMD RDNA 2 Architecture - RX-66XT8LBDQ",R$ ---,https://www.kabum.com.br/produto/187639/placa-de-video-rx-6600-xt-xfx-speedster-qick308-amd-radeon-8gb-gddr6-16gbps-amd-rdna-2-architecture-rx-66xt8lbdq,05/12/2022 05:32:19
183,"Placa de Vídeo RX 6600 XT NITRO+ OC Sapphire, 8GB GDDR6, AMD RDNA 2 Architecture - 11309-01-20G",R$ ---,https://www.kabum.com.br/produto/189848/placa-de-video-rx-6600-xt-nitro-oc-sapphire-8gb-gddr6-amd-rdna-2-architecture-11309-01-20g,05/12/2022 05:32:19
184,"Placa de Vídeo Afox Radeon RX 560, 4GB DDR5, 128Bit, ATX Dual Fan, HDMI/DisplayPort, Preto - AFRX560-4096D5H4",R$ ---,https://www.kabum.com.br/produto/198799/placa-de-video-afox-radeon-rx-560-4gb-ddr5-128bit-atx-dual-fan-hdmi-displayport-preto-afrx560-4096d5h4,05/12/2022 05:32:19
185,Placa De Video Asus Radeon Rx 6900xt 16gb Ddr6 - Rog-strix-lc-rx6900xt-t16g-gaming,R$ ---,https://www.kabum.com.br/produto/199523/placa-de-video-asus-radeon-rx-6900xt-16gb-ddr6-rog-strix-lc-rx6900xt-t16g-gaming,05/12/2022 05:32:19
186,Placa De Vídeo Afox Pci-e Ati Rx560 4gb/128b Ddr5 Dvi Hami Dp 3453,R$ ---,https://www.kabum.com.br/produto/214295/placa-de-video-afox-pci-e-ati-rx560-4gb-128b-ddr5-dvi-hami-dp-3453,05/12/2022 05:32:19
187,"Placa De Vídeo AMD Radeon RX 550 2GB, GDDR5, 128 Bits, Biostar - VA5515RF21-TGHRA-BS2",R$ ---,https://www.kabum.com.br/produto/214129/placa-de-video-amd-radeon-rx-550-2gb-gddr5-128-bits-biostar-va5515rf21-tghra-bs2,05/12/2022 05:32:19
188,"Placa De Video Powercolor Radeon, Red Devil, RX6800XT, 16GB, GDDR6, Axrx - 16gbd6-3dhe/oc",R$ ---,https://www.kabum.com.br/produto/241479/placa-de-video-powercolor-radeon-red-devil-rx6800xt-16gb-gddr6-axrx-16gbd6-3dhe-oc,05/12/2022 05:32:19
189,"Placa de Vídeo RX 6700 XT Sapphire Pulse AMD Radeon, 12GB GDDR6, OC, Ray Tracing, Preto - 11306-05-20G",R$ ---,https://www.kabum.com.br/produto/217161/placa-de-video-rx-6700-xt-sapphire-pulse-amd-radeon-12gb-gddr6-oc-ray-tracing-preto-11306-05-20g,05/12/2022 05:32:19
190,"Placa De Video Rx 550, Pcyes, 4 Gb, Gddr5, Graffiti Series, Pjr550x4gb",R$ ---,https://www.kabum.com.br/produto/219776/placa-de-video-rx-550-pcyes-4-gb-gddr5-graffiti-series-pjr550x4gb,05/12/2022 05:32:19
191,"Gpu Amd Radeon R7 250, 2gb, Gddr5, 128 Bits, Single-fan Pcyes",R$ ---,https://www.kabum.com.br/produto/235253/gpu-amd-radeon-r7-250-2gb-gddr5-128-bits-single-fan-pcyes,05/12/2022 05:32:19
192,Placa De Video Powercolor Amd Radeon Rx 570 4gb Gddr5 - 4gbd5-dhdv3/oc,R$ ---,https://www.kabum.com.br/produto/242655/placa-de-video-powercolor-amd-radeon-rx-570-4gb-gddr5-4gbd5-dhdv3-oc,05/12/2022 05:32:19
193,Placa De Vídeo Amd Pcyes Radeon Rx 560 4gb Ddr5,R$ ---,https://www.kabum.com.br/produto/254235/placa-de-video-amd-pcyes-radeon-rx-560-4gb-ddr5,05/12/2022 05:32:19
194,Placa De Vídeo Vga Radeon R5 230 Afox 2gb Ddr3 64bits Afr5230-2048d3l4,R$ ---,https://www.kabum.com.br/produto/267475/placa-de-video-vga-radeon-r5-230-afox-2gb-ddr3-64bits-afr5230-2048d3l4,05/12/2022 05:32:19
195,"Placa De Video, Power Color Radeon Rx 580, 8Gb Red Dragon, Ddr5 256bits - Axrx 580 8gbd5-3dhdv2/oc",R$ ---,https://www.kabum.com.br/produto/267917/placa-de-video-power-color-radeon-rx-580-8gb-red-dragon-ddr5-256bits-axrx-580-8gbd5-3dhdv2-oc,05/12/2022 05:32:19
196,Kit Amd Radeon Rx 560d 4gb Gddr5 + Fonte 350w Aerocool Vx350,R$ ---,https://www.kabum.com.br/produto/272542/kit-amd-radeon-rx-560d-4gb-gddr5-fonte-350w-aerocool-vx350,05/12/2022 05:32:19
197,Rx6800xt 16gb Gddr6 Speedster Merc319 Xfx Rx68xtacbd9 Xfx,R$ ---,https://www.kabum.com.br/produto/276009/rx6800xt-16gb-gddr6-speedster-merc319-xfx-rx68xtacbd9-xfx,05/12/2022 05:32:19
198,Placa De Vídeo Afox Gt730 4gb Ddr3 128 Bits Hdmi Dvi Vga,R$ ---,https://www.kabum.com.br/produto/278675/placa-de-video-afox-gt730-4gb-ddr3-128-bits-hdmi-dvi-vga,05/12/2022 05:32:19
199,"Placa De Vídeo AMD Pcyes, Radeon R7200 Series, R7240, 2GB, DDR5",R$ ---,https://www.kabum.com.br/produto/288865/placa-de-video-amd-pcyes-radeon-r7200-series-r7240-2gb-ddr5,05/12/2022 05:32:19
200,"Placa De Video, Goline 2GB, Geforce Gt730 Ddr3 - Gl-gt730",R$ ---,https://www.kabum.com.br/produto/292717/placa-de-video-goline-2gb-geforce-gt730-ddr3-gl-gt730,05/12/2022 05:32:19
201,"Placa de Vídeo, AMD RX6600XT, 8GB, GDDR6, Speedster SWFT210 XFX - RX66XT8DFDQ",R$ ---,https://www.kabum.com.br/produto/305955/placa-de-video-amd-rx6600xt-8gb-gddr6-speedster-swft210-xfx-rx66xt8dfdq,05/12/2022 05:32:19
202,"Placa de Vídeo RX 6500 XT XFX Speedster QICK210 AMD Radeon, 4GB GDDR6, Ray Tracing, RDNA 2 - RX-65XT4DBDQ",R$ ---,https://www.kabum.com.br/produto/302654/placa-de-video-rx-6500-xt-xfx-speedster-qick210-amd-radeon-4gb-gddr6-ray-tracing-rdna-2-rx-65xt4dbdq,05/12/2022 05:32:19
203,"Placa De Video HD 6570, 4GB GDDR5, 128 Bits, Single Fan - PJ6570HDR5SF4GB",R$ ---,https://www.kabum.com.br/produto/303566/placa-de-video-hd-6570-4gb-gddr5-128-bits-single-fan-pj6570hdr5sf4gb,05/12/2022 05:32:19
204,Amd Radeon Rx 550 4gb Gddr5 128bits - Pcyes Dual Fan Paxrx550dr5df,R$ ---,https://www.kabum.com.br/produto/304470/amd-radeon-rx-550-4gb-gddr5-128bits-pcyes-dual-fan-paxrx550dr5df,05/12/2022 05:32:19
205,"Placa de Vídeo W5500 Pro AMD Radeon, 8GB GDDR6, RDNA Architecture - 100-506095",R$ ---,https://www.kabum.com.br/produto/305259/placa-de-video-w5500-pro-amd-radeon-8gb-gddr6-rdna-architecture-100-506095,05/12/2022 05:32:19
206,Placa De Vídeo Pcyes Amd Radeon Rx580 8gb Gdrr5 256bits,R$ ---,https://www.kabum.com.br/produto/310204/placa-de-video-pcyes-amd-radeon-rx580-8gb-gdrr5-256bits,05/12/2022 05:32:19
207,Placa De Vídeo Amd Xfx Radeon 6900 Series Rx 6900 Xt Rx-69xtacbd9 16gb,R$ ---,https://www.kabum.com.br/produto/352671/placa-de-video-amd-xfx-radeon-6900-series-rx-6900-xt-rx-69xtacbd9-16gb,05/12/2022 05:32:19
208,"Placa De Vídeo Power Color Fighter Amd Radeon Rx 6600 Xt, 8gb Gddr6, Ray Tracing, Preta - Axrx 6600xt 8gbd6-3dh",R$ ---,https://www.kabum.com.br/produto/323666/placa-de-video-power-color-fighter-amd-radeon-rx-6600-xt-8gb-gddr6-ray-tracing-preta-axrx-6600xt-8gbd6-3dh,05/12/2022 05:32:19
